Key	German	English
info.cider-making.desc	"Das Erlernen dieser Kompetenz erlaubt dir den <b>Bau</b> einer <link=""homebooze-cider"">Hinterzimmer-Apfelweinkellerei</link> in einem von deinem Syndikat kontrollierten Gebäude. Wenn du die Grundlagen der Apfelweinproduktion beherrschst, kannst du mit <sprite name=""res jugs""> <link=""crocks"">Steintöpfen</link> und kleinen Fässern <sprite name=""res apple-juice""> <link=""apple-juice"">Apfelsaft</link> <sprite name=""res cider""> <link=""cider"">Apfelwein</link> herstellen.\n\n<indent=30><i>Lass die Zukunft die Wahrheit sagen und jeden Menschen gemäß seiner Arbeit und Leistung bewerten. Die Gegenwart gehört den anderen, die Zukunft, für die ich wirklich gearbeitet habe, ist mein.</i>\n</indent><indent=40>–Nicola Tesla</indent>"	"Acquiring this skill allows you to <b>build</b> a <link=""homebooze-cider"">backroom cider operation</link> in a building controlled by your outfit. Learning about cider making will allow you to use <sprite name=""res jugs""> <link=""crocks"">stoneware crocks</link> to convert small barrels of <sprite name=""res apple-juice""> <link=""apple-juice"">apple juice</link> into <sprite name=""res cider""> <link=""cider"">hard cider</link>.\n\n<indent=30><i>Let the future tell the truth and evaluate each one according to his work and accomplishments. The present is theirs; the future, for which I really worked, is mine.</i>\n</indent><indent=40>—Nikola Tesla</indent>"
info.home-brew-making.icon	"<sprite name=""skill home-brew"">"	"<sprite name=""skill home-brew"">"
info.home-brew-making.name	Heimbräuproduktion	Home Brew Production
info.home-brew-making.desc	"Das Erlernen dieser Kompetenz erlaubt dir den <b>Bau</b> einer <link=""homebooze-home-brew"">Hinterzimmer-Heimbräubrauerei</link> in einem von deinem Syndikat kontrollierten Gebäude. Wenn du die Grundlagen der Herstellung von <sprite name=""res home-brew""> <link=""home-brew"">Heimbräu</link> beherrschst, kannst du mit <sprite name=""res jugs""> <link=""crocks"">Steintöpfen</link> und Behältern <sprite name=""res malt""> <link=""malt"">Malzextrakt</link> Heimbräu herstellen.\n\n<indent=30><i>Das Ziel jeder Arbeit ist Produktion oder Leistung, und zu jedem dieser Zwecke müssen Voraussicht, System, Planung, Intelligenz und ehrlicher Zweck sowie Schweiß vorhanden sein tun.</i>\n</indent><indent=40>– Thomas Edison</indent>"	"Acquiring this skill allows you to <b>build</b> a <link=""homebooze-home-brew"">backroom homemade beer operation</link> in a building controlled by your outfit.Once you're taught about making <sprite name=""res home-brew""> <link=""home-brew"">homemade beer</link>, you will be able to use <sprite name=""res jugs""> <link=""crocks"">stoneware crocks</link> and containers of <sprite name=""res malt""> <link=""malt"">malt syrup</link> to make home brew.\n\n<indent=30><i>The object of all work is production or accomplishment and to either of these ends there must be forethought, system, planning, intelligence, and honest purpose, as well as perspiration.</i>\n</indent><indent=40>—Thomas Edison</indent>"
info.moonshine-making.icon	"<sprite name=""skill moonshine"">"	"<sprite name=""skill moonshine"">"
info.moonshine-making.name	Schwarzgebrannter-Manufaktur	Moonshine Manufacture
info.moonshine-making.desc	"Das Erlernen dieser Kompetenz erlaubt dir den <b>Bau</b> einer <link=""homebooze-moonshine"">Hinterzimmer-Schwarzbrennerei</link> in einem von deinem Syndikat kontrollierten Gebäude. Wenn du diese Kompetenz beherrschst, kannst du mit <sprite name=""res jugs""> <link=""crocks"">Steintöpfen</link> und <sprite name=""res alcohol-btl""> <link=""neutral-alcohol"">Neutralalkohol</link> <sprite name=""res moonshine""> <link=""moonshine"">Schwarzgebrannten</link> herstellen.\n\n<indent=30><i>Man merkt nie, was schon getan wurde, man sieht immer nur, was noch zu tun bleibt.</i>\n</indent><indent=40>– Marie Skłodowska Curie</indent>"	"Acquiring this skill allows you to <b>build</b> a <link=""homebooze-moonshine"">backroom moonshine operation</link> in a building controlled by your outfit. After learning this skill, you will be able to use <sprite name=""res jugs""> <link=""crocks"">stoneware crocks</link> to convert <sprite name=""res alcohol-btl""> <link=""neutral-alcohol"">neutral alcohol</link> into <sprite name=""res moonshine""> <link=""moonshine"">moonshine</link>.\n\n<indent=30><i>One never notices what has been done; one can only see what remains to be done.</i>\n</indent><indent=40>—Marie Skłodowska Curie</indent>"
info.brick-wine-making-upgrade.icon	"<sprite name=""skill brick-wine-upgrade"">"	"<sprite name=""skill brick-wine-upgrade"">"
info.brick-wine-making-upgrade.name	Klasse Klinker	Bonus Bricks
info.brick-wine-making-upgrade.desc	"Durch das Erlernen dieser Fähigkeit kannst du deine <link=""homebooze-brick-wine"">Hinterzimmer-Weinkellereien</link> zu erweiterten Klinkerweinkellereien <b>aufwerten</b>. Durch die Aufwertung wird die Produktion von <sprite name=""res brick-wine""> <link=""brick-wine"">Klinkerwein</link> um 50 % gesteigert.\n\n<indent=30><i>Mache ich Geschäfte mit kanadischen Ganoven? Ich weiß nicht einmal, in welcher Straße Kanada liegt.</i>\n</indent><indent=40>– Al Capone</indent>"	"Learning this skill allows you to <b>upgrade</b> your existing <link=""homebooze-brick-wine"">Backroom Wine Operations</link> into Expanded Brick Wine Operations. Once upgraded, <sprite name=""res brick-wine""> <link=""brick-wine"">brick wine</link> production will increase by 50%.\n\n<indent=30><i>Do I do business with Canadian racketeers? I don't even know what street Canada is on.</i>\n</indent><indent=40>—Al Capone</indent>"
info.cider-making-upgrade.icon	"<sprite name=""skill cider-upgrade"">"	"<sprite name=""skill cider-upgrade"">"
info.cider-making-upgrade.name	Mit Hochdruck	Pressing Matters
info.cider-making-upgrade.desc	"Durch das Erlernen dieser Fähigkeit kannst du deine <link=""homebooze-cider"">Hinterzimmer-Apfelweinkellereien</link> zu erweiterten Apfelweinkellereien <b>aufwerten</b>. Durch die Aufwertung wird die Produktion von <sprite name=""res cider""> <link=""cider"">Apfelwein</link> um 50 % gesteigert.\n\n<indent=30><i>Das ungesühnte Verbrechen wird nie bereut. Wir weinen über die Folge, nicht über den Fehler.</i>\n</indent><indent=40>– Letitia Elizabeth Landon</indent>"	"Learning this skill allows you to <b>upgrade</b> your existing <link=""homebooze-cider"">Backroom Cider Operations</link> into Expanded Cider Operations. Once upgraded, <sprite name=""res cider""> <link=""cider"">hard cider</link> production will increase by 50%.\n\n<indent=30><i>The unpunished crime is never regretted. We weep over the consequence, not over the fault.</i>\n</indent><indent=40>—Letitia Elizabeth Landon</indent>"
info.home-brew-making-upgrade.icon	"<sprite name=""ui skills"">"	"<sprite name=""ui skills"">"
info.home-brew-making-upgrade.name	Mit mehr Malz	Much More Malt
info.home-brew-making-upgrade.desc	"Durch das Erlernen dieser Fähigkeit kannst du deine <link=""homebooze-home-brew"">Hinterzimmer-Brauereien</link> zu erweiterten Heimbräubrauerein <b>aufwerten</b>. Durch die Aufwertung wird die Produktion von <sprite name=""res home-brew""> <link=""home-brew"">Heimbräu</link> um 50 % gesteigert.\n\n<indent=30><i>Les villes sont le gouffre de l’espèce humaine.</i>\n</indent><indent=40>– Jean-Jacques Rousseau</indent>"	"Learning this skill allows you to <b>upgrade</b> your existing <link=""homebooze-home-brew"">Home Brew Operations</link> into Expanded Home Brew Operations. Once upgraded, <sprite name=""res home-brew""> <link=""home-brew"">homemade beer</link> production will increase by 50%.\n\n<indent=30><i>Les villes sont le gouffre de l'espèce humaine.</i>\n</indent><indent=40>—Jean-Jacques Rousseau</indent>"
info.moonshine-making-upgrade.icon	"<sprite name=""skill moonshine-upgrade"">"	"<sprite name=""skill moonshine-upgrade"">"
info.moonshine-making-upgrade.name	Extra Extraktion	Extra Extraction
info.moonshine-making-upgrade.desc	"Durch das Erlernen dieser Fähigkeit kannst du deine <link=""homebooze-moonshine"">Hinterzimmer-Schwarzbrennereien</link> zu erweiterten Schwarzbrennereien <b>aufwerten</b>. Durch die Aufwertung wird die Produktion von <sprite name=""res moonshine""> <link=""moonshine"">Schwarzgebranntem</link> um 50 % gesteigert.\n\n<indent=30><i>Wenn ich Alkohol verkaufe, nennen sie es Schwarzhandel. Wenn meine Kunden ihn auf Silbertabletts am Lake Shore Drive servieren, nennen sie es Gastfreundschaft.</i>\n</indent><indent=40>– Al Capone</indent>"	"Learning this skill allows you to <b>upgrade</b> your existing <link=""homebooze-moonshine"">Backroom Moonshine Operations</link> into Expanded Moonshine Operations. Once upgraded, <sprite name=""res moonshine""> <link=""moonshine"">moonshine production</link> will increase by 50%.\n\n<indent=30><i>When I sell liquor, they call it bootlegging. When my patrons serve it on silver trays on Lake Shore Drive, they call it hospitality.</i>\n</indent><indent=40>—Al Capone</indent>"
info.fake-wine-skill.icon	"<sprite name=""skill fake-wine"">"	"<sprite name=""skill fake-wine"">"
info.fake-wine-skill.name	Hinterzimmerwein-Produktion	Backroom Winemaking
info.fake-wine-skill.desc	"Diese Kompetenz lässt dich profitablere Flaschen mit <sprite name=""res fake-wine""> <link=""fake-wine"">gefälschtem Wein</link> herstellen und deren Vertriebswege erweitern.Durch das Erlernen dieser Kompetenz kannst du in einem von deinem Syndikat kontrollierten Gebäude eine <link=""production-fake-wine"">Hinterzimmer-Weinkellerei</link> <b>bauen</b>.\n\n<indent=30><i>ARBEIT, Subst. Einer der Prozesse, durch den A Eigentum für B erwirbt.</i></indent>\n<indent=40>– Ambrose Bierce</indent>"	"This skill allows you to create more profitable bottles of <sprite name=""res fake-wine""> <link=""fake-wine"">counterfeit wine</link> and expand your distribution. Acquiring this skill allows you to <b>build</b> a <link=""production-fake-wine"">backroom wine operation</link> in a building controlled by your outfit.\n\n<indent=30><i>LABOR, n. One of the processes by which A acquires property for B.</i></indent>\n<indent=40>—Ambrose Bierce</indent>"
info.sparkling-cider-skill.icon	"<sprite name=""skill sparkling-cider"">"	"<sprite name=""skill sparkling-cider"">"
info.sparkling-cider-skill.name	Apfelschaumwein (Kompetenz)	Sparkling Cider (Skill)
info.sparkling-cider-skill.desc	"Diese Kompetenz ermöglicht es dir, deinem <sprite name=""res cider""> <link=""cider"">Apfelwein</link> Sprudel hinzuzufügen. Die Leute bezahlen mehr für Sprudel. Das Erlernen dieser Kompetenz erlaubt dir den <b>Bau</b> einer <link=""production-sparkling-cider"">Apfelschaumwein-Kellerei</link> in einem von deinem Syndikat kontrollierten Gebäude.\n\n<indent=30><i>Lass die Zukunft die Wahrheit sagen und jeden Menschen gemäß seiner Arbeit und Leistung bewerten. Die Gegenwart gehört den anderen, die Zukunft, für die ich wirklich gearbeitet habe, ist mein.</i>\n</indent><indent=40>–Nicola Tesla</indent>"	"This skill lets you put some fizz into your <sprite name=""res cider""> <link=""cider"">cider</link>. People will pay more for fizz.Acquiring this skill allows you to <b>build</b> a <link=""production-sparkling-cider"">sparkling cider operation</link> in a building controlled by your outfit.\n\n<indent=30><i>Let the future tell the truth and evaluate each one according to his work and accomplishments. The present is theirs; the future, for which I really worked, is mine.</i>\n</indent><indent=40>—Nikola Tesla</indent>"
info.fake-beer-skill.icon	"<sprite name=""skill fake-beer"">"	"<sprite name=""skill fake-beer"">"
info.fake-beer-skill.name	Hinterzimmerbrauerei	Backroom Brewing
info.fake-beer-skill.desc	"Diese Kompetenz lässt dich dein <sprite name=""res home-brew""> <link=""home-brew"">Heimbräu</link> in etwas verwandeln, das echtem Bier etwas näher kommt. Das Erlernen dieser Kompetenz erlaubt dir den <b>Bau</b> einer <link=""production-fake-beer"">Hinterzimmer-Bierbrauerei</link> in einem von deinem Syndikat kontrollierten Gebäude.\n\n<indent=30><i>Les villes sont le gouffre de l’espèce humaine.</i>\n</indent><indent=40>– Jean-Jacques Rousseau</indent>"	"This skill lets you elevate your <sprite name=""res home-brew""> <link=""home-brew"">homemade beer</link> into something that's closer to the real thing. Acquiring this skill allows you to <b>build</b> a <link=""production-fake-beer"">backroom beer operation</link> in a building controlled by your outfit.\n\n<indent=30><i>Les villes sont le gouffre de l'espèce humaine.</i>\n</indent><indent=40>—Jean-Jacques Rousseau</indent>"
info.bathtub-gin-skill.icon	"<sprite name=""skill bathtub-gin"">"	"<sprite name=""skill bathtub-gin"">"
info.bathtub-gin-skill.name	Badewannen-Ginwerk	Bathtub Ginworks
info.bathtub-gin-skill.desc	"Lerne, wie man <sprite name=""res moonshine""> <link=""moonshine"">Schwarzgebrannten</link> verdünnt und in etwas umwandelt, dass eines Cocktailshakers würdig ist. Das Erlernen dieser Kompetenz erlaubt dir den <b>Bau</b> eines <link=""production-bathtub-gin"">Badewannen-Ginwerks</link> in einem von deinem Syndikat kontrollierten Gebäude.\n\n<indent=30><i>Wenn ich Alkohol verkaufe, nennen sie es Schwarzhandel. Wenn meine Kunden ihn auf Silbertabletts am Lake Shore Drive servieren, nennen sie es Gastfreundschaft.</i>\n</indent><indent=40>– Al Capone</indent>"	"Learn how to dilute and alter <sprite name=""res moonshine""> <link=""moonshine"">moonshine</link> and convert it into something worthy of a cocktail shaker. Acquiring this skill allows you to <b>build</b> a <link=""production-bathtub-gin"">bathtub ginworks</link> in a building controlled by your outfit.\n\n<indent=30><i>When I sell liquor, they call it bootlegging. When my patrons serve it on silver trays on Lake Shore Drive, they call it hospitality.</i>\n</indent><indent=40>—Al Capone</indent>"
info.apple-press.icon	"<sprite name=""skill apple-press"">"	"<sprite name=""skill apple-press"">"
info.apple-press.name	Apfelpressen	Apple Presses
info.apple-press.desc	"Lerne, wie du <sprite name=""res apples""> <link=""apples"">Äpfel</link> zu Saft machst, um billiger und in größerem Maßstab <sprite name=""res apple-juice""> <link=""apple-juice"">Apfelsaft</link> herzustellen. Das Erlernen dieser Kompetenz erlaubt dir den <b>Bau</b> einer <link=""conversion-apple-juice"">Apfelsaftpresse</link> in einem von deinem Syndikat kontrollierten Gebäude.\n\n<i><indent=30><i>Sicherlich ist der Apfel die edelste aller Früchte.</i></indent>\n<indent=40>– Henry David Thoreau</indent>"	"Learn how to convert <sprite name=""res apples""> <link=""apples"">apples</link> to juice so you can make <sprite name=""res apple-juice""> <link=""apple-juice"">apple juice</link> more cheaply and at larger, more industrial scale. Acquiring this skill allows you to <b>build</b> an <link=""conversion-apple-juice"">apple juice press</link> in a building controlled by your outfit.\n\n<i><indent=30><i>Surely the apple is the noblest of fruits.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"
