Key	Simplified Chinese	English
info.pipes.desc	"<b>开展多种业务所需的建筑材料。</b>\n\n可进行用于私人使用的常规储备，例如将城市附近的水运往个人住宅、商家和工厂之中。管道是运送大量液体时的必需品。\n\n<indent=15><b>基础价格\n<sprite name=""ui buy""> $30/箱</b></indent>"	"<b>Construction material needed to build many kinds of operation.</b>\n\nWhile normally reserved for domestic uses like moving water around the city and into homes, businesses and factories, pipes are needed for many other applications that require quantities of liquid to move about.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $30 per crate</b></indent>"
info.lumber.icon	"<sprite name=""res lumber"">"	"<sprite name=""res lumber"">"
info.lumber.name	木料	Lumber
info.lumber.desc	"<b>开展多种业务所需的建筑材料。</b>\n\n木板和其他林业相关产品一直是建造简易建筑的必须材料。它便宜、轻便、易于获得，适用于内部和外部装修。\n\n<indent=15><b>基础价格\n<sprite name=""ui buy""> $30/箱</b></indent>"	"<b>Construction material needed to build many kinds of operation.</b>\n\nBoards and forestry-related products have been the backbone of construction since we began building simple structures. It's a cheap, lightweight and easily acquired material for interior and exterior improvement.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $30 per crate</b></indent>"
info.bricks.icon	"<sprite name=""res bricks"">"	"<sprite name=""res bricks"">"
info.bricks.name	砖块	Bricks
info.bricks.desc	"<b>开展多种业务所需的建筑材料。</b>\n\n自20世纪早期以来，烧制黏土砖块便一直是美国城市建设的根基。砖块是生产多种私酒的基础。\n\n<indent=15><b>基础价格\n<sprite name=""ui buy""> $35/箱</b></indent>"	"<b>Construction material needed to build many kinds of operation.</b>\n\nFired clay masonry bricks were literally the foundation of urban expansion in the US during early 20th century. Bricks will also make a firm foundation for many types of booze production.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $35 per crate</b></indent>"
info.sheet-metal.icon	"<sprite name=""res sheet metal"">"	"<sprite name=""res sheet metal"">"
info.sheet-metal.name	金属薄板	Sheet Metal
info.sheet-metal.desc	"<b>开展多种业务所需的建筑材料。</b>\n\n这些金属薄板纤薄、轻便且强韧，在开展私酒生产业务时非常有用，尤其是在建造蒸馏设备和大型设施时。\n\n<indent=15><b>基础价格\n<sprite name=""ui buy""> $35/箱</b></indent>"	"<b>Construction material needed to build many kinds of operation.</b>\n\nThin, light and strong, these sheets of metal are very useful when building booze production operations - especially stills and larger facilities.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $35 per crate</b></indent>"
info.furniture.icon	"<sprite name=""res furniture"">"	"<sprite name=""res furniture"">"
info.furniture.name	家具	Furniture
info.furniture.desc	"<b>开展多种业务所需的建筑材料。</b>\n\n简单的分发业务只需要柜台或者后室就能进行。但想要建造结构更复杂、更具诱惑力的非法酒吧和地下酒吧，你需要获得一些吧台、桌子、椅子和其他必要的家具。\n\n<indent=15><b>基础价格\n<sprite name=""ui buy""> $25/箱子</b></indent>"	"<b>Construction material needed to build many kinds of operation.</b>\n\nSimple bootlegging operations can be run from simple counters or from back rooms. But to build more complex and more lucrative speakeasies and watering holes, you'll need to acquire things like bars, tables, chairs and other necessary furnishings.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $25 per crate</b></indent>"
info.homebooze-brick-wine.name	非法自酿葡萄酒业务
info.homebooze-brick-wine.desc	"<indent=10>使用葡萄汁和粗陶罐生产自酿葡萄酒。\n<b><sprite name=""res grape-juice"">+<sprite name=""res jugs""><sprite name=""ui arr sm right""><sprite name=""res brick-wine""></b>\n\n<b>需要：</b>\n<sprite name=""skill brick-wine""> <link=""brick-wine-making"">自酿葡萄酒生产</link>，  <sprite name=""res cash"">700，  <sprite name=""res lumber""> 4</indent>\n\n安装并供应<link=""grape-juice"">葡萄汁</link>和<link=""crocks"">粗陶罐</link>后，这个非法业务就能生产出<link=""brick-wine"">自酿葡萄酒</link>，你可以将其卖给城市各处的其他商家，也可以在自己的<link=""backroom-bootlegger"">非法私酒售卖业务</link>或街角非法酒吧中进行售卖。自酿葡萄酒还能被用于生产<link=""fake-wine"">仿制葡萄酒</link>，前提是你已经学会如何开展<link=""production-fake-wine"">仿制葡萄酒业务</link>或建造<link=""production-fake-wine-upgraded"">非法葡萄酒厂</link>。\n\n<i><indent=30>葡萄酒，名词。发酵后的葡萄汁，有时被妇女基督教节制会视为酒，有时被视为朗姆酒。</i>\n</indent><indent=40>—安布罗斯·比尔斯</indent>"	"<indent=10>Creates brick wine from grape concentrate and stoneware crocks.\n<b><sprite name=""res grape-juice""> + <sprite name=""res jugs""> <sprite name=""ui arr sm right""> <sprite name=""res brick-wine""></b>\n\n<b>Requires:</b>\n<sprite name=""skill brick-wine""> <link=""brick-wine-making"">Brick Wine Production</link>,  <sprite name=""res cash"">700,  <sprite name=""res lumber""> 4</indent>\n\nWhen installed and supplied with <link=""grape-juice"">grape concentrate</link> and <link=""crocks"">stoneware crocks</link>, this backroom operation produces <link=""brick-wine"">brick wine</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies. Brick wine can also be used to make <link=""fake-wine"">counterfeit wine</link> once you learn how to construct a <link=""production-fake-wine"">Backroom Wine Operation</link> or <link=""production-fake-wine-upgraded"">Backroom Winery</link>.\n\n<i><indent=30>WINE n. Fermented grape-juice known to the Women's Christian Union as liquor, sometimes as rum.</i>\n</indent><indent=40>—Ambrose Bierce</indent>"
info.homebooze-cider.name	非法苹果酒业务	Backroom Cider Operation
info.homebooze-cider.desc	"<indent=10>使用苹果汁和粗陶罐生产苹果酒。\n<b><sprite name=""res apple-juice"">+<sprite name=""res jugs""> <sprite name=""ui arr sm right""><sprite name=""res cider""></b>\n\n<b>需要：</b>\n<sprite name=""skill cider""> <link=""cider-making"">苹果酒生产</link>，  <sprite name=""res cash"">800，  <sprite name=""res lumber""> 4</indent>\n\n安装并供应<link=""apple-juice"">苹果汁</link>和<link=""crocks"">粗陶罐</link>后，这个非法业务就能生产出<link=""cider"">苹果酒</link>，你可以将其卖给城市各处的商家，也可以在自己的<link=""backroom-bootlegger"">非法私酒售卖业务</link>或街角非法酒吧中进行售卖。苹果酒还能被用于生产<link=""sparkling-cider"">气泡苹果酒</link>，前提是你已经学会如何开展<link=""production-sparkling-cider"">气泡苹果酒业务</link>或建造<link=""production-sparkling-cider-upgraded"">气泡苹果酒发酵桶</link>。\n\n<i><indent=30>一天一苹果，医生远离我。</i>\n</indent><indent=40>果园主在苹果酒销售因“节制运动”而受到影响后，想出的一条营销口号</indent>"	"<indent=10>Creates hard cider from apple juice and stoneware crocks.\n<b><sprite name=""res apple-juice""> + <sprite name=""res jugs""> <sprite name=""ui arr sm right""> <sprite name=""res cider""></b>\n\n<b>Requires:</b>\n<sprite name=""skill cider""> <link=""cider-making"">Cider Making</link>,  <sprite name=""res cash"">800,  <sprite name=""res lumber""> 4</indent>\n\nWhen installed and supplied with <link=""apple-juice"">apple juice</link> and <link=""crocks"">stoneware crocks</link>, this backroom operation produces <link=""cider"">hard cider</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies. Hard cider can also be used to make <link=""sparkling-cider"">sparkling cider</link> once you learn how to construct a <link=""production-sparkling-cider"">Sparkling Cider Operation</link> or <link=""production-sparkling-cider-upgraded"">Sparkling Cider Fermenter</link>.\n\n<i><indent=30>An apple a day keeps the doctor away.</i>\n</indent><indent=40>—A marketing slogan adopted by orchard owners concerned by the temperance movement's impact on sales of hard cider</indent>"
info.homebooze-home-brew.name	非法自酿业务	Backroom Home Brew Operation
info.homebooze-home-brew.desc	"<indent=10>使用麦芽糖浆和粗陶罐生产自酿啤酒。\n<b><sprite name=""res malt"">+<sprite name=""res jugs""><sprite name=""ui arr sm right""><sprite name=""res home-brew""></b>\n\n<b>需要：</b>\n<sprite name=""skill home-brew""> <link=""home-brew-making"">自酿啤酒生产</link>，  <sprite name=""res cash"">1000，  <sprite name=""res lumber""> 4</indent>\n\n安装并供应<link=""malt"">麦芽糖浆</link>和<link=""crocks"">粗陶罐</link>后，这个非法业务就能生产出<link=""home-brew"">自酿啤酒</link>，你可以将其卖给城市各处的商家，也可以在自己的<link=""backroom-bootlegger"">非法私酒售卖业务</link>或街角非法酒吧中进行售卖。自酿啤酒还能被用于生产<link=""fake-beer"">仿制啤酒</link>，前提是你已经学会如何开展<link=""production-fake-beer"">仿制啤酒业务</link>或建造<link=""production-fake-beer-upgraded"">非法啤酒酿造厂</link>。\n\n<i><indent=30>将啤酒给予那些正在走向死亡的人，将葡萄酒给予那些正在承受痛苦的人！让他们忘记困苦与折磨。</i>\n</indent><indent=40>—《圣经·箴言书》</indent>"	"<indent=10>Creates homemade beer from malt syrup and stoneware crocks.\n<b><sprite name=""res malt""> + <sprite name=""res jugs""> <sprite name=""ui arr sm right""> <sprite name=""res home-brew""></b>\n\n<b>Requires:</b>\n<sprite name=""skill home-brew""> <link=""home-brew-making"">Home Brew Production</link>,  <sprite name=""res cash"">1,000,  <sprite name=""res lumber""> 4</indent>\n\nWhen installed and supplied with <link=""malt"">malt syrup</link> and <link=""crocks"">stoneware crocks</link>, this backroom operation produces <link=""home-brew"">homemade beer</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies. Homemade beer can also be used to make <link=""fake-beer"">backroom beer</link> once you learn how to construct a <link=""production-fake-beer"">Backroom Beer Operation</link> or <link=""production-fake-beer-upgraded"">Backroom Brewery</link>.\n\n<i><indent=30>Let beer be for those who are perishing, wine for those who are in anguish! Let them drink and forget their poverty and remember their misery no more.</i>\n</indent><indent=40>—The Book of Proverbs</indent>"
info.homebooze-moonshine.name	非法私酒业务	Backroom Moonshine Operation
info.homebooze-moonshine.desc	"<indent=10>使用中性酒精和粗陶罐生产私酒。\n<b><sprite name=""res alcohol-btl"">+<sprite name=""res jugs""><sprite name=""ui arr sm right""><sprite name=""res moonshine""></b>\n\n<b>需要：</b>\n<sprite name=""skill moonshine""><link=""moonshine-making"">私酒生产</link>，  <sprite name=""res cash"">600,  <sprite name=""res lumber""> 4</indent>\n\n安装并供应<link=""neutral-alcohol"">中性酒精</link>和<link=""crocks"">粗陶罐</link>后，这个非法业务就能生产出<link=""moonshine"">私酒</link>，你可以将其卖给城市各处的商家，也可以在自己的<link=""backroom-bootlegger"">非法私酒售卖业务</link>或街角非法酒吧中进行售卖。私酒还能被用于生产<link=""bathtub-gin"">自酿金酒</link>，前提是你已经学会如何开展<link=""production-bathtub-gin"">自酿金酒业务</link>或建造<link=""production-bathtub-gin-upgraded"">自酿金酒蒸馏设备</link>。\n\n<i><indent=30>好吧，如果没得选，我还是会接受苏格兰威士忌，它的口感不比好的私酒差多少。</i>\n</indent><indent=40>—威廉·福克纳</indent>"	"<indent=10>Creates moonshine from neutral alcohol and stoneware crocks.\n<b><sprite name=""res alcohol-btl""> + <sprite name=""res jugs""> <sprite name=""ui arr sm right""> <sprite name=""res moonshine""></b>\n\n<b>Requires:</b>\n<sprite name=""skill moonshine""> <link=""moonshine-making"">Moonshine Making</link>,  <sprite name=""res cash"">600,  <sprite name=""res lumber""> 4</indent>\n\nWhen installed and supplied with <link=""neutral-alcohol"">neutral alcohol</link> and <link=""crocks"">stoneware crocks</link>, this backroom operation produces <link=""moonshine"">moonshine</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies. Moonshine can also be used to make <link=""bathtub-gin"">bathtub gin</link> once you learn how to construct a <link=""production-bathtub-gin"">Bathtub Gin Operation</link> or <link=""production-bathtub-gin-upgraded"">Bathtub Gin Still</link>.\n\n<i><indent=30>Well, between Scotch and nothin', I suppose I’d take Scotch. It’s the nearest thing to good moonshine I can find.</i>\n</indent><indent=40>—William Faulkner</indent>"
