Key	Russian	English
info.moonshine-making-upgrade.icon	"<sprite name=""skill moonshine-upgrade"">"	"<sprite name=""skill moonshine-upgrade"">"
info.moonshine-making-upgrade.name	Мастер перегонки	Extra Extraction
info.moonshine-making-upgrade.desc	"Изучив этот навык, вы сможете <b>улучшить</b> существующее <link=""homebooze-moonshine"">подпольное производство самогона</link> до расширенного производства самогона. После улучшения <sprite name=""res moonshine""> <link=""moonshine"">производство самогона</link> вырастет на 50%.\n\n<indent=30><i>«Когда я продаю выпивку, это называют нелегальной торговлей. Когда мои клиенты с Лейк-Шор-драйв подают её на серебряных подносах, это называют гостеприимством».</i>\n</indent><indent=40>(Аль Капоне)</indent>"	"Learning this skill allows you to <b>upgrade</b> your existing <link=""homebooze-moonshine"">Backroom Moonshine Operations</link> into Expanded Moonshine Operations. Once upgraded, <sprite name=""res moonshine""> <link=""moonshine"">moonshine production</link> will increase by 50%.\n\n<indent=30><i>When I sell liquor, they call it bootlegging. When my patrons serve it on silver trays on Lake Shore Drive, they call it hospitality.</i>\n</indent><indent=40>—Al Capone</indent>"
info.fake-wine-skill.icon	"<sprite name=""skill fake-wine"">"	"<sprite name=""skill fake-wine"">"
info.fake-wine-skill.name	Подпольное виноделие	Backroom Winemaking
info.fake-wine-skill.desc	"Этот навык позволит вам выпускать более выгодные бутылки <sprite name=""res fake-wine""> <link=""fake-wine"">контрафактного вина</link> и расширять торговлю. Приобретя этот навык, вы сможете <b>наладить</b> <link=""production-fake-wine"">подпольное производство вина</link> в здании, контролируемом вашей группировкой.\n\n<indent=30><i>«ТРУД (сущ.) — один из процессов, в ходе которого А создаёт собственность для Б».</i></indent>\n<indent=40>(Амброз Бирс)</indent>"	"This skill allows you to create more profitable bottles of <sprite name=""res fake-wine""> <link=""fake-wine"">counterfeit wine</link> and expand your distribution. Acquiring this skill allows you to <b>build</b> a <link=""production-fake-wine"">backroom wine operation</link> in a building controlled by your outfit.\n\n<indent=30><i>LABOR, n. One of the processes by which A acquires property for B.</i></indent>\n<indent=40>—Ambrose Bierce</indent>"
info.sparkling-cider-skill.icon	"<sprite name=""skill sparkling-cider"">"	"<sprite name=""skill sparkling-cider"">"
info.sparkling-cider-skill.name	Шипучий сидр (навык)	Sparkling Cider (Skill)
info.sparkling-cider-skill.desc	"Этот навык позволит вам добавить пузырьков в <sprite name=""res cider""> <link=""cider"">сидр</link>. Люди готовы доплачивать за шипучесть. Приобретя этот навык, вы сможете <b>наладить</b> <link=""production-sparkling-cider"">производство шипучего сидра</link> в здании, контролируемом вашей группировкой.\n\n<indent=30><i>«Пусть будущее расскажет правду и оценит каждого по его трудами и достижениям. Настоящее принадлежит им; будущее, ради которого я работал на самом деле, принадлежит мне».</i>\n</indent><indent=40>(Никола Тесла)</indent>"	"This skill lets you put some fizz into your <sprite name=""res cider""> <link=""cider"">cider</link>. People will pay more for fizz.Acquiring this skill allows you to <b>build</b> a <link=""production-sparkling-cider"">sparkling cider operation</link> in a building controlled by your outfit.\n\n<indent=30><i>Let the future tell the truth and evaluate each one according to his work and accomplishments. The present is theirs; the future, for which I really worked, is mine.</i>\n</indent><indent=40>—Nikola Tesla</indent>"
info.fake-beer-skill.icon	"<sprite name=""skill fake-beer"">"	"<sprite name=""skill fake-beer"">"
info.fake-beer-skill.name	Подпольное пивоварение	Backroom Brewing
info.fake-beer-skill.desc	"Этот навык позволит вам превратить <sprite name=""res home-brew""> <link=""home-brew"">самопальное пиво</link> в нечто удобоваримое. Приобретя этот навык, вы сможете <b>наладить</b> <link=""production-fake-beer"">подпольное производство пива</link> в здании, контролируемом вашей группировкой.\n\n<indent=30><i>«Les villes sont le gouffre de l'espèce humaine».</i>\n</indent><indent=40>(Жан-Жак Руссо)</indent>"	"This skill lets you elevate your <sprite name=""res home-brew""> <link=""home-brew"">homemade beer</link> into something that's closer to the real thing. Acquiring this skill allows you to <b>build</b> a <link=""production-fake-beer"">backroom beer operation</link> in a building controlled by your outfit.\n\n<indent=30><i>Les villes sont le gouffre de l'espèce humaine.</i>\n</indent><indent=40>—Jean-Jacques Rousseau</indent>"
info.bathtub-gin-skill.icon	"<sprite name=""skill bathtub-gin"">"	"<sprite name=""skill bathtub-gin"">"
info.bathtub-gin-skill.name	Цех домашнего джина	Bathtub Ginworks
info.bathtub-gin-skill.desc	"Научитесь разбавлять <sprite name=""res moonshine""> <link=""moonshine"">самогон</link> так, чтобы его было не стыдно налить в шейкер. Приобретя этот навык, вы сможете <b>наладить</b> <link=""production-bathtub-gin"">производство домашнего джина</link> в здании, контролируемом вашей группировкой.\n\n<indent=30><i>«Когда я продаю выпивку, это называют нелегальной торговлей. Когда мои клиенты с Лейк-Шор-драйв подают её на серебряных подносах, это называют гостеприимством».</i>\n</indent><indent=40>(Аль Капоне)</indent>"	"Learn how to dilute and alter <sprite name=""res moonshine""> <link=""moonshine"">moonshine</link> and convert it into something worthy of a cocktail shaker. Acquiring this skill allows you to <b>build</b> a <link=""production-bathtub-gin"">bathtub ginworks</link> in a building controlled by your outfit.\n\n<indent=30><i>When I sell liquor, they call it bootlegging. When my patrons serve it on silver trays on Lake Shore Drive, they call it hospitality.</i>\n</indent><indent=40>—Al Capone</indent>"
