Key	French	English
info.production-bathtub-gin.desc	"<indent=10>Permet de créer du gin amateur grâce à du moonshine, des épices et des petites bouteilles.\n<b><sprite name=""res moonshine""> + <sprite name=""res small-bottles""> + <sprite name=""res spices""> <sprite name=""ui arr sm right""> <sprite name=""res bathtub-gin""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill bathtub-gin""> <link=""bathtub-gin-skill"">atelier de gin amateur</link>,  2 500 <sprite name=""res cash"">,  <sprite name=""res half-barrel""> 25,  <sprite name=""res pipes""> 4,  <sprite name=""res bricks""> 4</indent>\n\nL’<link=""homemade-booze"">alcool artisanal </link> peut être vendu directement ou servir de base à de l’<link=""refined-booze"">alcool raffiné</link>, qui se veut nettement plus rentable. Cette fabrique permet de fabriquer du <link=""bathtub-gin"">gin amateur</link> en transvasant des pots de <link=""moonshine"">moonshine</link> dans de <link=""small-bottles"">petites bouteilles</link> et en y ajoutant des <link=""spices"">épices</link> afin de produire une gnôle adaptée à de nombreux types de cocktails. Le produit ainsi obtenu pourra être vendu à des commerces de la ville. Vous pouvez également le distribuer vous-même dans l’un de vos propres <link=""corner-speakeasy"">speakeasies de quartier</link> ou supper clubs. Peut être amélioré en <link=""production-bathtub-gin-upgraded""> alambic à gin amateur</link> pour pouvoir fabriquer du gin amateur directement à partir de <link=""corn-syrup"">sirop de maïs</link>.\n\n<i><indent=30>When I was down in Georgia, I was doing mighty well. Since I been here in Chicago, I been catching a plenty hell.</i>\n</indent><indent=40>—Kokomo Arnold, extrait de « Red Beans and Rice »</indent>"	"<indent=10>Creates bathtub-gin from moonshine, spices and small bottles.\n<b><sprite name=""res moonshine""> + <sprite name=""res small-bottles""> + <sprite name=""res spices""> <sprite name=""ui arr sm right""> <sprite name=""res bathtub-gin""></b>\n\n<b>Requires:</b>\n<sprite name=""skill bathtub-gin""> <link=""bathtub-gin-skill"">Bathtub Ginworks</link>,  <sprite name=""res cash"">2500,  <sprite name=""res half-barrel""> 25,  <sprite name=""res pipes""> 4,  <sprite name=""res bricks""> 4</indent>\n\n<link=""homemade-booze"">Homemade booze</link> can be sold directly or it can be used as the basis for <link=""refined-booze"">refined booze</link> that is considerably more profitable. This operation makes <link=""bathtub-gin"">bathtub gin</link> by taking crocks of <link=""moonshine"">moonshine</link>, putting it into <link=""small-bottles"">small bottles</link> and mixing some <link=""spices"">spices</link> in beforehand to create a quaff suitable for many different cocktails. The resulting product can be sold to numerous businesses around the city or you can move it yourself at one of your own <link=""corner-speakeasy"">corner speakeasies</link> or supper clubs. Can be upgraded to a <link=""production-bathtub-gin-upgraded""> Bathtub Gin Still</link> to make bathtub gin directly from <link=""corn-syrup"">corn syrup</link>.\n\n<i><indent=30>When I was down in Georgia, I was doing mighty well. Since I been here in Chicago, I been catching a plenty hell.</i>\n</indent><indent=40>—Kokomo Arnold from ""Red Beans and Rice""</indent>"
info.production-bathtub-gin-upgraded.name	Alambic à gin amateur	Bathtub Gin Still
info.production-bathtub-gin-upgraded.desc	"<indent=10>Permet de créer du gin amateur grâce à du sirop de maïs, du houblon et des petites bouteilles.\n<b><sprite name=""res corn-syrup""> + <sprite name=""res small-bottles""> + <sprite name=""res spices""> <sprite name=""ui arr sm right""> <sprite name=""res bathtub-gin""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill bathtub-gin""> <link=""bathtub-gin-skill"">atelier de gin amateur</link> et <sprite name=""skill backroom-distillation""> <link=""backroom-distillation"">alambics improvisés</link>, <sprite name=""res cat materials""> matériaux de construction</indent>\n\nCette amélioration permet d’installer un petit alambic directement dans votre <link=""production-bathtub-gin"">fabrique de gin amateur</link>, lequel permet de fabriquer du <link=""bathtub-gin"">gin amateur</link> directement à partir de <link=""corn-syrup"">sirop de maïs</link> au lieu de <link=""moonshine"">moonshine</link>.\n\n<i><indent=30>When I was down in Georgia, I was doing mighty well. Since I been here in Chicago, I been catching a plenty hell.</i>\n</indent><indent=40>—Kokomo Arnold, extrait de « Red Beans and Rice »</indent>"	"<indent=10>Creates bathtub gin from corn syrup, hops and small bottles.\n<b><sprite name=""res corn-syrup""> + <sprite name=""res small-bottles""> + <sprite name=""res spices""> <sprite name=""ui arr sm right""> <sprite name=""res bathtub-gin""></b>\n\n<b>Requires:</b>\n<sprite name=""skill bathtub-gin""> <link=""bathtub-gin-skill"">Bathtub Ginworks</link> and <sprite name=""skill backroom-distillation""> <link=""backroom-distillation"">Makeshift Stills</link>, <sprite name=""res cat materials""> building materials</indent>\n\nThis upgrade installs a small still directly onto your <link=""production-bathtub-gin"">Bathtub Gin Operation</link> that can produce <link=""bathtub-gin"">bathtub gin</link> directly from <link=""corn-syrup"">corn syrup</link> instead of <link=""moonshine"">moonshine</link>.\n\n<i><indent=30>When I was down in Georgia, I was doing mighty well. Since I been here in Chicago, I been catching a plenty hell.</i>\n</indent><indent=40>—Kokomo Arnold from ""Red Beans and Rice""</indent>"
info.backroom-bootlegger.name	Bootlegger d’arrière-boutique	Backroom Bootlegger
info.backroom-bootlegger.desc	"<indent=10>Peut vendre un certain type d’alcool artisanal.\n<b><sprite name=""res brick-wine""> <sprite name=""res cider""> <sprite name=""res home-brew""> <sprite name=""res moonshine""> <sprite name=""res apple-jack""> <sprite name=""res fruit-wine""></b>\n\n<b>Nécessite :</b>\n<sprite name=""ui skills"">techniques de contrebande,  1000 <sprite name=""res cash"">,  <sprite name=""res lumber""> 10</indent>\n\nCe système de distribution somme toute basique vous permet de vendre un type d’alcool artisanal directement à vos clients, sans l’intermédiaire d’un autre commerce. Cette méthode est plus rentable et constitue un excellent moyen de refourguer l’alcool dont vos habitués n’ont pas besoin. En apprenant Contrebande optimisée, vous pouvez optimiser votre opération pour vendre un deuxième type d’alcool artisanal.\n\n<i><indent=30>Don't try me nobody 'cause you will never win. I'll fight the army, navy just me and my gin. Any bootlegger sure is a pal of mine.</i>\n</indent><indent=40>—Bessie Smith, extrait de « Me and My Gin »</indent>"	"<indent=10>Can sell one kind of homemade booze.\n<b><sprite name=""res brick-wine""> <sprite name=""res cider""> <sprite name=""res home-brew""> <sprite name=""res moonshine""> <sprite name=""res apple-jack""> <sprite name=""res fruit-wine""></b>\n\n<b>Requires:</b>\n<sprite name=""ui skills"">Backroom Bootlegging,  <sprite name=""res cash"">1,000,  <sprite name=""res lumber""> 10</indent>\n\nThis fairly simple distribution operation allows you to sell one kind of homemade booze directly to customers instead of supplying another business. It's more profitable and it's a good way of moving extra booze that your regulars don't need. by learning Expanded Bootlegging, you can upgrade your operation to sell a second type of homemade booze.\n\n<i><indent=30>Don't try me nobody 'cause you will never win. I'll fight the army, navy just me and my gin. Any bootlegger sure is a pal of mine.</i>\n</indent><indent=40>—Bessie Smith from ""Me and My Gin""</indent>"
info.corner-speakeasy.name	Speakeasy de quartier	Corner Speakeasy
info.corner-speakeasy.desc	"<indent=10>Peut vendre tous types d’alcool artisanal confondus.\n<b><sprite name=""res brick-wine""> <sprite name=""res cider""> <sprite name=""res home-brew""> <sprite name=""res apple-jack""> <sprite name=""res fruit-wine""> <sprite name=""res moonshine""></b>\nEt un type d’alcool raffiné\n<sprite name=""res fake-wine""> <sprite name=""res fake-beer""> <sprite name=""res sparkling-cider""> <sprite name=""res bathtub-gin""> <sprite name=""res rakija""> <sprite name=""res corn whiskey"">\n\n<b>Nécessite :</b>\n<sprite name=""ui skills""> speakeasies de quartier,  5 000 <sprite name=""res cash"">,  <sprite name=""res lumber""> 20,  <sprite name=""res furniture""> 30</indent>\n\nUn bar en bois sans fioritures, des objets en verre divers et variés et un endroit où planquer votre alcool loin des regards indiscrets : ce speakeasy basique se limite au strict nécessaire. Cette activité peut vendre tous types d’alcool artisanal confondus et peut être améliorée afin de pouvoir vendre un type spécifique d’alcool artisanal raffiné.\n\n<i><indent=30>Late last night, I sold away and cried; Had the blues for Chicago, I just can't be satisfied.</i>\n</indent><indent=40>—Bessie Smith, extrait de « Chicago Bound Blues »</indent>"	"<indent=10>Can sell all varieties of homemade booze.\n<b><sprite name=""res brick-wine""> <sprite name=""res cider""> <sprite name=""res home-brew""> <sprite name=""res apple-jack""> <sprite name=""res fruit-wine""> <sprite name=""res moonshine""></b>\nand one type of refined booze\n<sprite name=""res fake-wine""> <sprite name=""res fake-beer""> <sprite name=""res sparkling-cider""> <sprite name=""res bathtub-gin""> <sprite name=""res rakija""> <sprite name=""res corn whiskey"">\n\n<b>Requires:</b>\n<sprite name=""ui skills""> Corner Speakeasies,  <sprite name=""res cash"">5,000,  <sprite name=""res lumber""> 20,  <sprite name=""res furniture""> 30</indent>\n\nA simple wooden bar, some random glassware and a place to stash booze out of sight is all that's necessary for this basic speakeasy. This operation can sell every type of homemade booze and one kind of refined homemade booze.\n\n<i><indent=30>Late last night, I sold away and cried; Had the blues for Chicago, I just can't be satisfied.</i>\n</indent><indent=40>—Bessie Smith from ""Chicago Bound Blues""</indent>"
info.homemade-booze.icon	"<sprite name=""res cat booze"">"	"<sprite name=""res cat booze"">"
info.homemade-booze.name	Alcool artisanal	Homemade Booze
info.homemade-booze.desc	"<indent=10>De l’alcool artisanal basique, fabriqué dans des pots en grès</indent>\n\nUne boisson alcoolisée tout ce qu’il y a de plus simple, fabriquée dans des <link=""crocks"">pots en grès</link> à partir d’ingrédients basiques et accessibles. Peut être vendu à des commerces de la ville ou dans l’un de vos propres <link=""backroom-bootlegger"">bootleggers d’arrière-boutique</link> ou <link=""corner-speakeasy"">speakeasies de quartier</link>. Peut également servir de base pour fabriquer de l’<link=""refined-booze"">alcool raffiné</link>, qui se veut nettement plus profitable.\n\n<indent=10><b>Types d’alcools artisanaux :</b>\n<sprite name=""res brick-wine""><link=""homebooze-brick-wine"">vin en brique</link>\n<sprite name=""res cider""><link=""cider"">cidre</link>\n<sprite name=""res home-brew""><link=""home-brew"">bière artisanale</link>\n<sprite name=""res moonshine""><link=""moonshine"">moonshine</link>\n<sprite name=""res apple-jack""><link=""applejack"">applejack</link> <i>(régional)</i>\n\n<i><indent=30>Il y a plus de vieux ivrognes qu'il y a de vieux médecins.</i></indent>\n<indent=40>—Rabelais</indent>"	"<indent=10>Basic homemade alcohol made in stoneware crocks</indent>\n\nSimple alcoholic beverages made in <link=""crocks"">stoneware crocks</link> made from basic, widely available ingredients. These can be sold to other businesses in the city or on your own at a <link=""backroom-bootlegger"">backroom bootlegger</link> or at a <link=""corner-speakeasy"">corner speakeasy</link>. They can also serve as raw materials for <link=""refined-booze"">refined booze</link> that is more profitable.\n\n<indent=10><b>Types of homemade booze:</b>\n<sprite name=""res brick-wine""><link=""homebooze-brick-wine"">Brick wine</link>\n<sprite name=""res cider""><link=""cider"">Hard cider</link>\n<sprite name=""res home-brew""><link=""home-brew"">Homemade beer</link>\n<sprite name=""res moonshine""><link=""moonshine"">Moonshine</link>\n<sprite name=""res apple-jack""><link=""applejack"">Applejack</link> <i>(regional)</i>\n\n<i><indent=30>Il y a plus de vieux ivrognes qu'il y a de vieux medecins.</i></indent>\n<indent=40>—Rabelais</indent>"
info.refined-booze.icon	"<sprite name=""module produce general"">"	"<sprite name=""module produce general"">"
info.refined-booze.name	Alcool raffiné	Refined Booze
info.refined-booze.desc	"<indent=10>De l’alcool artisanal ayant fait l’objet de traitements supplémentaires afin de le rendre plus rentable </indent>\n\nCe type d’alcool, plus sophistiqué, s’obtient en mélangeant de l’<link="homemade-booze">alcool artisanal</link> à d’autres ingrédients, puis en le versant dans des <link="bottles">bouteilles</link> ou de <link="small-bottles">petites bouteilles</link>. Cette concoction peut être vendue à d’autres commerces, ou dans l’un des <link="corner-speakeasy">speakeasies de quartier</link> ou supper clubs de votre organisation. Avec les bonnes connaissances, vous pourrez également améliorer vos fabriques d’alcool raffiné afin de pouvoir démarrer votre production directement à partir d’ingrédients de base plutôt que d’alcool artisanal.\n\n<indent=10><b>Types d’alcools raffinés :</b>\n<sprite name="res fake-wine"><link="fake-wine">vin contrefait</link>\n<sprite name="res sparkling-cider"><link="sparkling-cider">cidre pétillant</link>\n<sprite name="res fake-beer"><link="fake-beer">bière d’arrière-boutique</link>\n<sprite name="res bathtub-gin"><link="bathtub-gin">gin amateur</link>\n<sprite name="res rakija"><link="rakija">rakija</link> <i>(régional)</i>\n<sprite name="res corn whiskey"><link="corn-whiskey">whiskey de maïs</link> <i>(régional)</i></indent>\n\n<indent=30><i>La tempérance se définit comme étant la modération de tout ce qui est bon, et l’abstinence totale de tout ce qui est mauvais.</i></indent>\n<indent=40>—Frances E. Willard</indent>"	"<indent=10>Homemade booze that has been further processed to make it more profitable</indent>\n\nThese more complicated types of booze are made by combining <link=""homemade-booze"">homemade booze</link> with other ingredients and then putting them into <link=""bottles"">bottles</link> or <link=""small-bottles"">small bottles</link>. These concoctions can be sold to other businesses or at your outfit's own <link=""corner-speakeasy"">corner speakeasies</link> or supper clubs. With the proper skills, you can also upgrade your refined booze operations to produce directly from source components rather than homemade booze.\n\n<indent=10><b>Types of refined booze:</b>\n<sprite name=""res fake-wine""><link=""fake-wine"">Counterfeit wine</link>\n<sprite name=""res sparkling-cider""><link=""sparkling-cider"">Sparkling cider</link>\n<sprite name=""res fake-beer""><link=""fake-beer"">Backroom beer</link>\n<sprite name=""res bathtub-gin""><link=""bathtub-gin"">Bathtub gin</link>\n<sprite name=""res rakija""><link=""rakija"">Rakija</link> <i>(regional)</i>\n<sprite name=""res corn whiskey""><link=""corn-whiskey"">Corn Whiskey</link> <i>(regional)</i></indent>\n\n<indent=30><i>Temperance is moderation in the things that are good and total abstinence from the things that are foul.</i></indent>\n<indent=40>—Frances E. Willard</indent>"
