Key	Spanish	English
info.boost.name	Mejora de relación	Relationship boost
info.boost.desc	"Haz que un amigo le hable bien de ti a un conocido para mejorar vuestra relación.\n\nCóbrate un <sprite name=""ui tickets""> <link=""favors"">favor</link> de un socio de un negocio aliado para desarrollar una <sprite name=""ui pip social""> <link=""relationships"">relación</link> con un contacto en común. Esto te permitirá llevarte bien con los amigos de tus amigos; ya sea para amistarte con alguien que presientas que quiera adquirir tus productos ilegales, para establecer un nuevo <sprite name=""ui pip front ready again""> <link=""fronts"">frente</link> con el que expandir tu <sprite name=""ui pip territory expand""> <link=""territory"">territorio</link>, para tener una manera de llegar hasta un tercero o porque simplemente eres sociable y te gusta hacer amigos."	"Have a friend vouch for you to someone to improve your relationship\n\nRedeem a <sprite name=""ui tickets""> <link=""favors"">favor</link> from a friendly business associate to improve your <sprite name=""ui pip social""> <link=""relationships"">relationship</link> with a mutual connection. You may want to improve your standing with someone to sell them illegal goods you suspect that they might buy, to establish a new <sprite name=""ui pip front ready again""> <link=""fronts"">front</link> to expand your <sprite name=""ui pip territory expand""> <link=""territory"">territory</link>, because they know someone that you're trying to get an ""in"" with, or becuase you're just a social person who likes to make friends. Whatever your reason might be, this is how you get on the good side of friends of friends."
info.police.icon	"<sprite name=""police station"">"	"<sprite name=""police station"">"
info.police.name	Policía	Police
info.police.desc	"Los que visten de azul y se aseguran de que se cumple la ley.\n\nLa policía patrulla las calles en busca de ilegalidades. Si se hace mucho <sprite name=""ui heat""> <link=""heat"">ruido</link> en una esquina, permanecerán en esa <sprite name=""ui corner""> <link=""corners"">esquina</link> varios turnos. Si alguien hace algo sospechoso mientras están ahí, lo detendrán; se llevarán todo su dinero y confiscarán lo que tenga el <link=""vehicles"">vehículo</link>. Cuando la policía está en una esquina, los <link=""businsses"">negocios</link> de la zona no querrán involucrarse en actividades ilegales. De hecho, no querrán hacer nada hasta que la policía se vaya.\n\nSi conoces a un agente, puedes ofrecerte a hacer una contribución a su “organización benéfica” favorita para que haga la vista gorda mientras tu organización sigue a lo suyo. A su vez, no se paseará por tu <sprite name=""ui pip territory expand""> <link=""territory"">territorio</link>, independientemente del ruido.\n\nNo obstante, los policías tienen <sprite name=""ui map police""> <link=""precincts"">comisarías</link> diferentes y la buena fe de cada uno se limita a su jurisdicción.\n\nSi tienes un <sprite name=""ui ai aggro""> <link=""hostility"">conflicto</link> con una <link=""rivals"">organización rival</link> y disfrutas de una buena <sprite name=""ui pip social""> <link=""relationships"">relación</link> con un agente de policía, puedes avisarlo para que se lleve a cabo una redada.\n\n<indent=30><i>Si alguna vez te cruzas con un policía con la porra en mano quiero que te preguntes si lo has visto aporreando a un millonario.</i></indent>\n<indent=40>—Mother Jones"	"The people in blue uniforms in charge of enforcing the law\n\nCops patrol the streets looking for illicit behavior. If a corner has high amount of <sprite name=""ui heat""> <link=""heat"">heat</link>, they'll stay on that <sprite name=""ui corner""> <link=""corners"">corner</link> for several turns. If anyone does anything shady or shifty while they're on a corner, they'll arrest them. Well, they'll take all their cash and confiscate anything that they might have in their <link=""vehicles"">vehicle</link>. While cops are on a corner, local <link=""businsses"">businesses</link> will not want to do anything illegal. In fact, they really won't want to do anything at all until the police clear off.\n\nIf you get an in with a cop, you can offer some cash to one of their favorite ""charities"". In exchange for that, they'll look the other way when members of your outfit conduct business. They'll also stay out of your <sprite name=""ui pip territory expand""> <link=""territory"">territory</link>, no matter how hight the heat might get.\n\nBut each cop has their own <sprite name=""ui map police""> <link=""precincts"">precinct</link> and your good will with each officer is limited to the broders of their precinct.\n\nIf you're in <sprite name=""ui ai aggro""> <link=""hostility"">conflict</link> with a <link=""rivals"">rival outfit</link> and you have a good <sprite name=""ui pip social""> <link=""relationships"">relationship</link> with a police officer, you can use that relationship to tip off federal agent and trigger a raid.\n\n<indent=30><i>If you ever saw a policeman with a club in his hand, I want to ask you, did you ever see that policeman club a millionaire?</i></indent>\n<indent=40>—Mother Jones"
info.goons.icon	"<sprite name=""ui goon defiant"">"	"<sprite name=""ui goon defiant"">"
info.goons.name	Camorreros de la esquina	Corner Hooligans
info.goons.desc	"Los holgazanes, gandules y vagos de la zona.\n\nLos camorreros de la esquina controlan una <sprite name=""ui corner""> <link=""corners"">esquina</link> de la ciudad completamente. Algunos son agresivos hacia las <link=""rivals"">organizaciones</link> y demás camorreros, los hay que se contentan con estar ahí sin más y otros te propondrán oportunidades interesantes si consigues acercarte a ellos cobrándote un <sprite name=""ui tickets""> <link=""favors"">favor</link>.\n\nA veces, se meterán con los <link=""businesses"">dueños de los negocios</link> que se encuentran bajo tu <sprite name=""ui tribute""> <link=""protection"">protección</link> o con los que tratas asuntos importantes y debas tomar cartas en el asunto. Puedes intimidarlos para que paren, pagarles para que pierdan el tiempo de otra manera (siempre y cuando sean conocidos) o recurrir a las peleas callejeras a la vieja usanza.\n\n<indent=30><i>El crimen que más cuesta rastrear es el que carece de sentido.</i></indent>\n<indent=40>—Sir Arthur Conan Doyle</indent>"	"Local loafers, good-for-nothings and other ne'er-do-wells\n\nCorner hooligans control just a single <sprite name=""ui corner""> <link=""corners"">corner</link> of the city, but it's theirs. They're sometimes aggressive toward other <link=""rivals"">outfits</link> and other hooligans. Some just seem content to take up space. Others might have opportunities for you to consider if you use a <sprite name=""ui tickets""> <link=""favors"">favor</link> to get an in with them.\n\nThey sometimes bother other <link=""businesses"">business owners</link> - business owners that are paying you for <sprite name=""ui tribute""> <link=""protection"">protection</link> or with whom you're doing important business. In that case, you might need to get your hands dirty. You can threaten them and hope they stop. If you have an in with them, you can pay them to consider doing something else somewhere else. Or you might just need to resort to some old fashioned street fighting.\n\n<indent=30><i>The most difficult crime to track is the one which is purposeless.</i></indent>\n<indent=40>—Sir Arthur Conan Doyle</indent>"
info.fronts.icon	"<sprite name=""ui pip front ready again"">"	"<sprite name=""ui pip front ready again"">"
info.fronts.name	Frentes	Fronts
info.fronts.desc	"Un socio de negocios que accede a representar los intereses de expansión y custodia del territorio de tu organización.\n\nPara conservar el <sprite name=""ui respect""> <link-""respect"">respeto</link> de tu organización en una zona, necesitas a alguien con contactos en la calle. Puedes cobrarte un <sprite name=""ui tickets""> <link=""favors"">favor</link> para que un <link=""businesses"">negocio</link> actúe como frente. Compartirá contigo cómo ganarte el respeto de la gente en las esquinas adyacentes. Cuando cuentes con suficiente apoyo, las <sprite name=""ui corner""> <link=""corners"">esquinas</link> pasarán a ser parte de tu <sprite name=""ui pip territory expand""> <link=""territory"">territorio</link>.\n\nLos negocios que pagan por tu <sprite name=""ui tribute""> <link=""protection"">protección</link> entregan la contribución mensual en los frentes. Si pides más dinero de protección del que necesita el frente, podrás recoger el resto. Si la cantidad de dinero de protección recibida no es suficiente, tendrás que cubrir la diferencia para que el frente opere."	"A business associate that agrees to represent your outfits interests to expand and maintain your territory.\n\nTo expand and maintain your outfit's <sprite name=""ui respect""> <link=""respect"">respect</link> in an area, you need someone with ears and eyes on the street. You can redeem a <sprite name=""ui tickets""> <link=""favors"">favor</link> to have a <link=""businesses"">business</link> serve as a front. They'll let you know what people in street-adjacent corners might respond to so that you can increase your respect level. Once your respect level rises sufficiently, that <sprite name=""ui corner""> <link=""corners"">corner</link> becomes part of your <sprite name=""ui pip territory expand""> <link=""territory"">territory</link>.\n\nBusiness that are paying you for <sprite name=""ui tribute""> <link=""protection"">protection</link> will drop off their monthly contributions at your fronts. If you arrange for more protection money to be dropped off than your front needs to keep going, you can pick up the excess. If there's not enough protection cash coming in, you'll need to cover the difference to keep your front going."
info.skills.icon	"<sprite name=""ui skills"">"	"<sprite name=""ui skills"">"
info.skills.name	Habilidades	Skills
info.skills.desc	"Las habilidades desbloquean toda clase de operaciones, mejoras y expansiones para tus operaciones, nuevos tipos de <link=""resources"">recursos</link> e información útil para tu organización.\n\nEs posible que, en algún momento, conozcas a alguien competente que esté por la labor de enseñarte los gajes del oficio a cambio de un <sprite name=""ui tickets""> <link=""favors"">favor</link> y recursos o dinero. Como en la ciudad abunda la información, compartirá contigo lo que sepa para ayudarte a mejorar tus operaciones existentes o montar unas nuevas. Estate al loro por si te cruzas con contactos de este estilo para aumentar las capacidades de tu organización y cumplir con la demanda que ha surgido a causa de la prohibición.\n\n<indent=30><i>Son aquellos que saben poco, y no aquellos que saben mucho, quienes afirman que tal o cual problema nunca será solucionado por la ciencia.</i></indent>\n<indent=40>—Charles Darwin</indent>"	"Skills unlock new kinds of operations, upgrades and expansions for your operations, new <link=""resources"">resource</link> types and other bits of knowledge useful for your outfit.\n\nSometimes you'll make a very useful friend - that kind that is willing to teach you how do to new things. In exchange for a <sprite name=""ui tickets""> <link=""favors"">favor</link> and some resources or cash, there's a universe of knowledge in this city and they'll tell you what they know. Improve your existing operations. Learn about building new ones. Be on the lookout for those useful friends that will help you extend your outfit's ability to meet the demands created by Prohibition.\n\n<indent=30><i>It is those who know little, and not those who know much, who so positively assert that this or that problem will never be solved by science.</i></indent>\n<indent=40>—Charles Darwin</indent>"
