KEY	Korean	English
__id	ko	en

		;; encyclopedia

pedia.dialog.title	금주법 백과사전	Prohibition Encyclopedia
pedia.dialog.default-text	자세한 내용을 보려면 왼쪽의 주제 중 하나를 선택하세요. 특정 주제에 대해 더 자세히 알아보려면 링크를 따르세요.	Select one of the topics on the left to learn more. Follow links to dig further into a topic.
pedia.dialog.entry	<b><size=120%>{name}</size></b>\n\n{desc}	<b><size=120%>{name}</size></b>\n\n{desc}

pedia.cat.resources	자원	Resources
pedia.cat.businesses	비즈니스 종류	Business Types
pedia.cat.skills	스킬	Skills
pedia.cat.gameplay	게임플레이	Gameplay
pedia.cat.gambling	도박	Gambling
pedia.cat.others	Other
info.production-bathtub-gin-upgraded.desc	<indent=10>옥수수 시럽, 홉, 작은 병을 사용하여 양조 진을 만듭니다.\n<b><sprite name="res corn-syrup"> + <sprite name="res small-bottles"> + <sprite name="res spices"> <sprite name="ui arr sm right"> <sprite name="res bathtub-gin"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill bathtub-gin"> <link="bathtub-gin-skill">양조 진 작업</link> 및 <sprite name="skill backroom-distillation"> <link="backroom-distillation">임시 증류소</link>, <sprite name="res cat materials"> 건축 자재</indent>\n\n이 업그레이드는 <link="production-bathtub-gin">양조 진 작업</link>에 작은 증류기를 추가하여, 문샤인 대신 옥수수 시럽으로부터 직접 양조 진을 생산할 수 있게 합니다.\n\n<i><indent=30>When I was down in Georgia, I was doing mighty well. Since I been here in Chicago, I been catching a plenty hell.</i>\n</indent><indent=40>—Kokomo Arnold from "Red Beans and Rice"</indent>

info.amaretto-still.name	아마레토 증류소
info.amaretto-still.desc	<indent=10>설탕, 견과류, 병을 사용하여 아마레토를 만듭니다.\n<b><sprite name="res nuts"> + <sprite name="res sugar"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res amaretto"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill amaretto"> <link="amaretto-skill">아마레토 증류</link> <sprite name="res cat materials"> 건축 자재</indent>\n\n이 작업은 <link="nuts">견과류</link>와 <link="sugar">설탕</link>을 사용하여 <link="amaretto">아마레토</link>를 만듭니다.

info.nalewka-production.name	날레프카 생산
info.nalewka-production.desc	<indent=10>보드카와 과일을 사용하여 날레프카를 만듭니다.\n<b><sprite name="res fruit"> + <sprite name="res vodka-barrel"> <sprite name="ui arr sm right"> <sprite name="res nalewka">\n<sprite name="res vodka"> + <sprite name="res fruit"> <sprite name="ui arr sm right"> <sprite name="res nalewka">\n\n폴란드 의상 콘텐츠 팩이 필요합니다.</b></indent>\n\n이 작업은 <link="fruit-other">과일</link>과 <link="vodka-bottled">병에 담긴 보드카</link> 또는 <link="vodka-barrel">보드카 배럴</link>을 사용하여 <link="nalewka">날레프카</link>를 만듭니다.

info.lager-production.name	독일 라거 생산
info.lager-production.desc	<indent=10>뒤에서 만든 맥주와 얼음을 사용하여 독일 라거를 만듭니다.\n<b><sprite name="res fake-beer"> + <sprite name="res ice"> <sprite name="ui arr sm right"> <sprite name="res lager"></b>\n\n독일 의상 콘텐츠 팩이 필요합니다.</b></indent>\n\n이 작업은 <link="fake-beer">뒤에서 만든 맥주</link>와 <link="ice">얼음</link>을 사용하여 <link="german-lager">독일 라거</link>를 만듭니다.

info.grappa-production.name	그라파 생산
info.grappa-production.desc	<indent=10>포도, 병, 작은 병, 라벨, 휘발유를 사용하여 그라파와 양조 와인을 만듭니다.\n<b><sprite name="res grapes"> + <sprite name="res small-bottles"> + <sprite name="res bottles"> + <sprite name="res labels"> + <sprite name="res gasoline"> <sprite name="ui arr sm right"> <sprite name="res grappa"> + <sprite name="res fake-wine"></b>\n\n이탈리아 의상 콘텐츠 팩이 필요합니다.</b></indent>\n\n이 작업은 <link="grappa">그라파</link>와 <link="fake-wine">양조 와인</link>을 포도, 병, 작은 병, 라벨, 휘발유를 사용하여 만듭니다.

info.blended-whiskey-production.name	블렌디드 위스키 생산
info.blended-whiskey-production.desc	<indent=10>몰트 시럽, 보리, 병, 위스키 배럴, 휘발유를 사용하여 블렌디드 위스키 와인을 만듭니다.\n<b><sprite name="res malt"> + <sprite name="res barley"> + <sprite name="res bottles"> + <sprite name="res whiskey-barrel"> + <sprite name="res gasoline"> <sprite name="ui arr sm right"> <sprite name="res blended-whisky"></b>\n\n<sprite name="flag-ir"> 아일랜드 의상 콘텐츠 팩이 필요합니다.</b></indent>\n\n이 작업은 <link="blended-whisky">블렌디드 위스키</link>를 <link="malt">몰트 시럽</link>, <link="barley">보리</link>, <link="bottles">병</link>, <link="whiskey-barrel">위스키 배럴</link>, <link="gasoline">휘발유</link>를 사용하여 만듭니다.

info.absinthe-still.name	압신트 증류소
info.absinthe-still.desc	<indent=10>허브, 밀, 병을 사용하여 압신트를 만듭니다.\n<b><sprite name="res herbs"> + <sprite name="res wheat"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res absinthe"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill absinthe"> <link="absinthe-skill">압신트 작업</link> <sprite name="res cat materials"> 건축 자재</indent>\n\n이 작업은 <link="herbs">허브</link>와 <link="wheat">밀</link>을 사용하여 <link="absinthe">압신트</link>를 만듭니다.

info.backroom-bootlegger.name	밀실 밀매점
info.backroom-bootlegger.desc	<indent=10>자신이 만든 술 중 한 가지를 팔 수 있습니다.\n<b><sprite name="res brick-wine"> <sprite name="res cider"> <sprite name="res home-brew"> <sprite name="res moonshine"> <sprite name="res apple-jack"> <sprite name="res fruit-wine"></b>\n\n<b>필요한 것:</b>\n<sprite name="ui skills">밀실 부틀레깅, <sprite name="res cash">1,000, <sprite name="res lumber">10</indent>\n\n이 간단한 유통 작업은 고객에게 직접 한 종류의 술을 판매할 수 있게 해줍니다. 다른 사업체에 공급하는 대신 자주 사용하는 술을 팔기 좋은 방법입니다. '확장된 부틀레깅'을 배우면 두 번째 종류의 술도 판매할 수 있도록 업그레이드 할 수 있습니다.\n\n<i><indent=30>나를 건드리지 마, 절대 이길 수 없을 거야. 나는 군대, 해군도 상관없어, 나와 내 진만 있으면 돼. 어떤 밀매점도 내 친구야.</i>\n</indent><indent=40>—Bessie Smith from "Me and My Gin"</indent>

info.corner-speakeasy.name	구역 주류 밀매점
info.corner-speakeasy.desc	<indent=10>모든 종류의 자작 술을 팔 수 있습니다.\n<b><sprite name="res brick-wine"> <sprite name="res cider"> <sprite name="res home-brew"> <sprite name="res apple-jack"> <sprite name="res fruit-wine"> <sprite name="res moonshine"></b>\n그리고 한 종류의 정제된 술도 팔 수 있습니다.\n<sprite name="res fake-wine"> <sprite name="res fake-beer"> <sprite name="res sparkling-cider"> <sprite name="res bathtub-gin"> <sprite name="res rakija"> <sprite name="res corn whiskey">\n\n<b>필요한 것:</b>\n<sprite name="ui skills">모퉁이 스피크이지, <sprite name="res cash">5,000, <sprite name="res lumber">20, <sprite name="res furniture">30</indent>\n\n간단한 나무 바, 몇 개의 유리잔과 술을 숨길 장소만 있으면 이 기본 스피크이지를 운영할 수 있습니다. 이 작업은 자작 술의 모든 종류와 하나의 정제된 자작 술을 판매할 수 있습니다.\n\n<i><indent=30>지난 밤 늦게 나는 떠나며 울었어; 시카고에 대한 블루스를 느끼며 나는 만족할 수 없어.</i>\n</indent><indent=40>—Bessie Smith from "Chicago Bound Blues"</indent>

info.small-speakeasy.name	소규모 주류 밀매점
info.small-speakeasy.desc	<indent=10>모든 종류의 정제된 술을 팔 수 있습니다.\n<sprite name="res fake-wine"> <sprite name="res fake-beer"> <sprite name="res sparkling-cider"> <sprite name="res bathtub-gin"> <sprite name="res rakija"> <sprite name="res corn whiskey"></b>\n그리고 한 종류의 병에 담긴 술도 팔 수 있습니다.\n<sprite name="res whisky"> <sprite name="res brandy"> <sprite name="res vodka"> <sprite name="res rum">\n\n<b>필요한 것:</b>\n<sprite name="ui skills">소형 스피크이지, <sprite name="res cash">7,500, <sprite name="res lumber">40, <sprite name="res furniture">40</indent>\n\n강력한 바, 품질 좋은 술, 그리고 몇 개의 테이블과 의자만 있으면 이 작은 스피크이지에서 사람들이 계속 유입됩니다. 이 작업은 모든 종류의 정제된 술과 한 종류의 병에 담긴 술을 판매할 수 있습니다.\n\n<i><indent=30>지난 밤 늦게 나는 떠나며 울었어; 시카고에 대한 블루스를 느끼며 나는 만족할 수 없어.</i>\n</indent><indent=40>—Bessie Smith from "Chicago Bound Blues"</indent>

info.garage-module.name	차고
info.garage-module.desc	<indent=10>귀하의 팀이 한 번에 유지할 수 있는 차량 수를 늘리고, 저렴한 수리 서비스를 제공합니다.\n\n<b>필요한 것:</b>\n<sprite name="skill garages"> <link="small-garages">차고 건설</link>, <sprite name="res cash">250, <sprite name="res bricks">5, <sprite name="res sheet metal">2</indent>\n\n설치되면 이 작업은 귀하의 팀 차량을 위한 추가 주차 공간을 제공하고, 저렴한 수리 서비스를 제공합니다.\n\n<i><indent=30>나는 이상주의자야. 어디로 가는지 모르겠지만, 나는 내 길을 가고 있어.</i>\n<indent=40>—Carl Sandburg</indent>

info.truck-garage-module.name	트럭 수리소
info.truck-garage-module.desc	<indent=10>귀하의 팀이 한 번에 유지할 수 있는 트럭 수를 늘리고, 저렴한 수리 서비스를 제공합니다.\n\n<b>필요한 것:</b>\n<sprite name="skill truck-bays"> <link="truck-garage">트럭 수리소</link>, <sprite name="res cash">750, <sprite name="res bricks">6, <sprite name="res sheet metal">4</indent>\n\n설치되면 이 작업은 귀하의 팀 트럭을 위한 추가 주차 공간을 제공하고, 저렴한 수리 서비스를 제공합니다.\n\n<i><indent=30>나는 이상주의자야. 어디로 가는지 모르겠지만, 나는 내 길을 가고 있어.</i>\n<indent=40>—Carl Sandburg</indent>

info.production-champagne.name	샴페인 제조
info.production-champagne.desc	<indent=10>라벨, 얼음, 설탕, 양조 와인을 사용하여 샴페인을 만듭니다.\n<b><sprite name="res labels"> + <sprite name="res ice"> + <sprite name="res sugar"> + <sprite name="res fake-wine"> <sprite name="ui arr sm right"> <sprite name="res champagne"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill champagne"><link="champagne-making">샴페인 제조 방법</link>, <sprite name="res cash">5000, <sprite name="res barrels">50, <sprite name="res pipes">20, <sprite name="res lumber">20, <sprite name="res sheet metal">20</indent>\n\n설치되고, <link="labels">가짜 라벨</link>, <link="ice">얼음</link>, <link="sugar">설탕</link>, <link="fake-wine">양조 와인</link>이 준비되면 이 작업은 <link="champagne">샴페인</link>을 만들어 도시 내의 여러 사업체에 판매하거나 자신만의 운영에서 판매할 수 있습니다.

info.production-dark-rum.name	향신료 럼 제조
info.production-dark-rum.desc	<indent=10>라벨, 오크 배럴, 향신료, 작은 병, 럼 배럴을 사용하여 향신료 럼을 만듭니다.\n<b><sprite name="res labels"> + <sprite name="res oak-barrels"> + <sprite name="res spices"> + <sprite name="res small-bottles"> <sprite name="ui arr sm right"> <sprite name="res dark rum"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill dark-rum"><link="dark-rum-making">향신료 럼 제조</link>, <sprite name="res cash">5000, <sprite name="res half-barrel">50, <sprite name="res pipes">20, <sprite name="res lumber">20, <sprite name="res bricks">20</indent>\n\n설치되고 <link="labels">가짜 라벨</link>, <link="oak-barrels">오크 배럴</link>, <link="spices">향신료</link>, <link="small-bottles">작은 병</link>이 준비되면 이 작업은 <link="dark-rum">향신료 럼</link>을 만들어 도시 내의 여러 사업체에 판매하거나 자신의 운영에서 판매할 수 있습니다.

info.production-beer-kegs.name	대형 양조장
info.production-beer-kegs.desc	<indent=10>강철 배럴, 얼음, 밀실 맥주를 사용하여 맥주 케그를 만듭니다.\n<b><sprite name="res steel-barrels"> + <sprite name="res ice"> + <sprite name="res fake-beer"> <sprite name="ui arr sm right"> <sprite name="res beer-keg"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill beer-kegs"><link="beer-kegs-skill">맥주 케그 제조</link>, <sprite name="res cash">4000, <sprite name="res steel-barrels">20, <sprite name="res ice">30, <sprite name="res fake-beer">20</indent>\n\n설치되고 <link="steel-barrels">강철 배럴</link>, <link="ice">얼음</link>, <link="fake-beer">밀실 맥주</link>가 준비되면 이 작업은 <link="beer-keg">맥주 케그</link>를 만들어 도시 내 여러 사업체에 판매하거나 자신의 운영에서 판매할 수 있습니다.

info.production-aged-whiskey.name	숙성된 위스키 제조
info.production-aged-whiskey.desc	<indent=10>라벨, 오크 배럴, 작은 병, 위스키 배럴을 사용하여 숙성된 위스키를 만듭니다.\n<b><sprite name="res labels"> + <sprite name="res oak-barrels"> + <sprite name="res small-bottles"> + <sprite name="res whiskey-barrel"> <sprite name="ui arr sm right"> <sprite name="res aged whiskey"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill aged-whiskey"><link="aged-whiskey-skill">숙성된 위스키 제조</link>, <sprite name="res cash">5000, <sprite name="res barrels">50, <sprite name="res pipes">20, <sprite name="res lumber">20, <sprite name="res sheet metal">20</indent>\n\n설치되고 <link="labels">가짜 라벨</link>, <link="oak-barrels">오크 배럴</link>, <link="small-bottles">작은 병</link>, <link="whiskey-barrel">위스키 배럴</link>이 준비되면 이 작업은 <link="aged-whiskey">숙성된 위스키</link>를 만들어 도시 내 여러 사업체에 판매하거나 자신의 운영에서 판매할 수 있습니다.

info.production-cordial.name	코르디알 제조
info.production-cordial.desc	<indent=10>라벨, 과일, 얼음, 병, 그리고 보드카 배럴 또는 중성 알콜을 사용하여 코르디알을 만듭니다.\n<b><sprite name="res labels"> + <sprite name="res fruit"> + <sprite name="res ice"> + <sprite name="res bottles"> + <sprite name="res vodka-barrel"> <sprite name="ui arr sm right"> <sprite name="res cordials">\n<sprite name="res labels"> + <sprite name="res citrus"> + <sprite name="res ice"> + <sprite name="res bottles"> + <sprite name="res vodka-barrel"> <sprite name="ui arr sm right"> <sprite name="res cordials">\n<sprite name="res labels"> + <sprite name="res grape-juice"> + <sprite name="res ice"> + <sprite name="res bottles"> + <sprite name="res alcohol-btl"> <sprite name="ui arr sm right"> <sprite name="res cordials"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill cordials"><link="cordial-making">코르디알 제조법</link>, <sprite name="res cash">7500, <sprite name="res barrels">50, <sprite name="res pipes">20, <sprite name="res lumber">20</indent>\n\n설치되고 <link="labels">가짜 라벨</link>, <link="fruit-other">과일</link>, <link="ice">얼음</link>, <link="bottles">병</link>, <link="vodka-barrels">보드카 배럴</link>이 준비되면 이 작업은 <link="cordials">코르디알</link>을 만들어 도시 내 여러 사업체에 판매하거나 자신의 운영에서 판매할 수 있습니다.

info.production-gin.name	진 제조
info.production-gin.desc	<indent=10>라벨, 오크 배럴, 감귤, 그리고 욕조 진 또는 향신료와 중성 알콜을 사용하여 진을 만듭니다.\n<b><sprite name="res labels"> + <sprite name="res oak-barrels"> + <sprite name="res citrus"> + <sprite name="res bathtub-gin">\n<sprite name="res labels"> + <sprite name="res spices"> + <sprite name="res citrus"> + <sprite name="res small-bottles"> + <sprite name="res alcohol-btl"></b>\n\n<b>필요한 것:</b>\n<sprite name="skill gin"><link="gin-making">정통 진 제조법</link>, <sprite name="res cash">7500, <sprite name="res labels">50, <sprite name="res pipes">20, <sprite name="res lumber">20</indent>\n\n설치되고 <link="labels">가짜 라벨</link>, <link="oak-barrels">오크 배럴</link>, <link="citrus">감귤</link>, <link="bathtub-gin">욕조 진</link>이 준비되면 이 작업은 <link="gin">진</link>을 만들어 도시 내 여러 사업체에 판매하거나 자신의 운영에서 판매할 수 있습니다.
