KEY	Korean	English
__id	ko	en
__name	한국어	English

button.play	플레이
convo.moduleintro.fake-beer.known-consumes.f	그녀의 고객들은 진짜 맥주를 갈망해. 너희 둘이 함께 사업을 해야 해. 네 뒷방 맥주는 그녀의 고객들에게 잘 먹힐 거야. 너희 둘을 소개해도 될까?

convo.moduleintro.fake-wine.unknown-consumes.m	그의 가족은 와인으로 유명한 식당을 운영했어. 이 바보 같은 법 전에. 그의 단골들은 여전히 와인을 찾고 있고 넌 설득력 있는 가짜를 만들고 있어. 너희 둘이 만나야 한다고 생각해, 맞지?
convo.moduleintro.fake-wine.unknown-consumes.f	그녀의 가족은 와인으로 유명한 식당을 운영했어. 이 바보 같은 법 전에. 그녀의 단골들은 여전히 와인을 찾고 있고 넌 설득력 있는 가짜를 만들고 있어. 너희 둘이 만나야 한다고 생각해, 맞지?
convo.moduleintro.fake-wine.unknown-produces.m	내 친구는 네 뒷방 와인 사업에 도움이 될 수 있는 많은 아이템을 재고로 가지고 있어. 공급을 늘려야 한다면, 기꺼이 그를 소개해줄게.
convo.moduleintro.fake-wine.unknown-produces.f	내 친구는 네 뒷방 와인 사업에 도움이 될 수 있는 많은 아이템을 재고로 가지고 있어. 공급을 늘려야 한다면, 기꺼이 그녀를 소개해줄게.
convo.moduleintro.fake-wine.known-consumes.m	분명 그의 뒷문에서 모든 발소리를 알아챘겠지. 네 뒷방 와인이 거기서 잘 팔릴 거라고 확신해. 그가 널 신뢰하지 않는 건 내가 기꺼이 도와서 고칠 수 있는 문제야.
convo.moduleintro.fake-wine.known-consumes.f	분명 그녀의 뒷문에서 모든 발소리를 알아챘겠지. 네 뒷방 와인이 거기서 잘 팔릴 거라고 확신해. 그녀가 널 신뢰하지 않는 건 내가 기꺼이 도와서 고칠 수 있는 문제야.

convo.moduleintro.fruit-brandy.unknown-consumes.m	그의 시설은 남유럽에서 최근 도착한 많은 사람들을 대접하고 그와 그의 고객들이 네가 자두로 만드는 그것을 시도하고 싶어할 거라고 확신해.
convo.moduleintro.fruit-brandy.unknown-consumes.f	그녀의 시설은 남유럽에서 최근 도착한 많은 사람들을 대접하고 그녀와 그녀의 고객들이 네가 자두로 만드는 그것을 시도하고 싶어할 거라고 확신해.
convo.moduleintro.fruit-brandy.unknown-produces.m	그는 네 라키야 사업에서 사용할 수 있는 것들을 재고로 유지해. 그의 가게에서 뭔가 필요하면 네가 온다고 알려줄게.
convo.moduleintro.fruit-brandy.unknown-produces.f	그녀는 네 라키야 사업에서 사용할 수 있는 것들을 재고로 유지해. 그녀의 가게에서 뭔가 필요하면 네가 온다고 알려줄게.
convo.moduleintro.fruit-brandy.known-consumes.m	너희 둘이 네가 만들고 그가 파는 특정 자두 기반 제품에 대해 논의한 적이 없다니 이상해. 네가 훌륭한 제품을 만든다고 알려줄 수 있어.
convo.moduleintro.fruit-brandy.known-consumes.f	너희 둘이 네가 만들고 그녀가 파는 특정 자두 기반 제품에 대해 논의한 적이 없다니 이상해. 네가 훌륭한 제품을 만든다고 알려줄 수 있어.

convo.moduleintro.grape-juice.unknown-consumes.m	내가 아는 건 그가 포도 주스를 많이 산다는 거야. 그래서 여분이 있으면 너희 둘을 연결해줄 수 있어.
convo.moduleintro.grape-juice.unknown-consumes.f	내가 아는 건 그녀가 포도 주스를 많이 산다는 거야. 그래서 여분이 있으면 너희 둘을 연결해줄 수 있어.
convo.moduleintro.grape-juice.unknown-produces.m	그의 재료 공급이 네게 유용하다면, 기꺼이 그를 소개해줄게.
convo.moduleintro.grape-juice.unknown-produces.f	그녀의 재료 공급이 네게 유용하다면, 기꺼이 그녀를 소개해줄게.

convo.moduleintro.champagne.unknown-consumes.m	그는 많은 결혼식 피로연과 다른 축제 모임을 주최하는 곳을 운영해. 네 샴페인 중 일부를 구하는 데 관심이 있을 거라고 확신해.
convo.moduleintro.champagne.unknown-consumes.f	그녀는 많은 결혼식 피로연과 다른 축제 모임을 주최하는 곳을 운영해. 네 샴페인 중 일부를 구하는 데 관심이 있을 거라고 확신해.
convo.moduleintro.champagne.unknown-produces.m	이제 샴페인을 만든다는 걸 알았으니, 공급을 늘리려면 필요한 원료 중 일부를 그가 가지고 있을 것 같아.
convo.moduleintro.champagne.unknown-produces.f	이제 샴페인을 만든다는 걸 알았으니, 공급을 늘리려면 필요한 원료 중 일부를 그녀가 가지고 있을 것 같아.
convo.moduleintro.champagne.known-consumes.m	그가 주최하는 파티나 이벤트 중 하나에 가본 적이 없어? 음, 그는 손님들이 주문할 수 있는 특별한 미네랄 워터라고 부르는 게 있어. 설명해야 해? 그는 샴페인을 팔고 있고 너희 둘이 얘기해야 해.
convo.moduleintro.champagne.known-consumes.f	그녀가 주최하는 파티나 이벤트 중 하나에 가본 적이 없어? 음, 그녀는 손님들이 주문할 수 있는 특별한 미네랄 워터라고 부르는 게 있어. 설명해야 해? 그녀는 샴페인을 팔고 있고 너희 둘이 얘기해야 해.

convo.moduleintro.dark-rum.unknown-consumes.m	그는 그의 특별 칵테일을 위해 방문하는 많은 고객들이 있고 그가 네 스파이스 럼 중 일부를 살 거라는 걸 확실히 알아. 그를 소개해줄까?
convo.moduleintro.dark-rum.unknown-consumes.f	그녀는 그녀의 특별 칵테일을 위해 방문하는 많은 고객들이 있고 그녀가 네 스파이스 럼 중 일부를 살 거라는 걸 확실히 알아. 그녀를 소개해줄까?
convo.moduleintro.dark-rum.unknown-produces.m	그의 사업은 다크 럼을 만든다면 필요할 것들을 정확히 전문으로 해. 스파이스 럼을 만든다면 그를 만나야 해.
convo.moduleintro.dark-rum.unknown-produces.f	그녀의 사업은 다크 럼을 만든다면 필요할 것들을 정확히 전문으로 해. 스파이스 럼을 만든다면 그녀를 만나야 해.
convo.moduleintro.dark-rum.known-consumes.m	그가 멋진 과일 장식과 함께 제공하는 특별한 음료를 시도해본 적이 없어? 음, 놓치고 있어. 하지만 그가 네 스파이스 럼 중 일부를 팔 수 있을 거라고 확신해.
convo.moduleintro.dark-rum.known-consumes.f	그녀가 멋진 과일 장식과 함께 제공하는 특별한 음료를 시도해본 적이 없어? 음, 놓치고 있어. 하지만 그녀가 네 스파이스 럼 중 일부를 팔 수 있을 거라고 확신해.

convo.moduleintro.beer-keg.unknown-consumes.m	너희 둘이 만나지 않았다니 이상해. 그는 지역 주민들의 맥주 갈증을 충족시키기 위해 탭룸을 운영하고 있어. 네가 만드는 것을 고려하면 그를 소개할 수 있어.
convo.moduleintro.beer-keg.unknown-consumes.f	너희 둘이 만나지 않았다니 이상해. 그녀는 지역 주민들의 맥주 갈증을 충족시키기 위해 탭룸을 운영하고 있어. 네가 만드는 것을 고려하면 그녀를 소개할 수 있어.
convo.moduleintro.beer-keg.unknown-produces.m	통으로 양조하는 맥주를 돕기 위한 공급품이 필요해? 그가 네가 찾는 것을 많이 가지고 있어.
convo.moduleintro.beer-keg.unknown-produces.f	통으로 양조하는 맥주를 돕기 위한 공급품이 필요해? 그녀가 네가 찾는 것을 많이 가지고 있어.
convo.moduleintro.beer-keg.known-consumes.m	그가 뒷방에 있는 그 탭에서 뭐가 나오는지 알지? 루트비어가 아니야. 그와 사업 얘기를 하는 데 관심이 있을지도.
convo.moduleintro.beer-keg.known-consumes.f	그녀가 뒷방에 있는 그 탭에서 뭐가 나오는지 알지? 루트비어가 아니야. 그녀와 사업 얘기를 하는 데 관심이 있을지도.

convo.moduleintro.aged-whiskey.unknown-consumes.m	그의 고객들은 시가를 들고 와서 매우 연기가 자욱한 뒷방에 앉아 건조하기 전부터 가지고 있던 약간의 숙성 위스키를 천천히 마셔. 그가 공급을 새로 하고 싶어할 거라는 걸 알아.
convo.moduleintro.aged-whiskey.unknown-consumes.f	그녀의 고객들은 시가를 들고 와서 매우 연기가 자욱한 뒷방에 앉아 건조하기 전부터 가지고 있던 약간의 숙성 위스키를 천천히 마셔. 그녀가 공급을 새로 하고 싶어할 거라는 걸 알아.
convo.moduleintro.aged-whiskey.unknown-produces.m	정말 숙성 위스키와 비슷한 것을 만든다면, 공급을 늘리려면 재료로 도울 수 있을지도.
convo.moduleintro.aged-whiskey.unknown-produces.f	정말 숙성 위스키와 비슷한 것을 만든다면, 공급을 늘리려면 재료로 도울 수 있을지도.
convo.moduleintro.aged-whiskey.known-consumes.m	그는 고객들을 매우 보호하지만, 그들 모두 좋은 숙성 위스키를 감사해. 그리고 그의 공급이 아마 위험할 정도로 낮을 거야. 네게 도움이 된다면 네가 진짜를 가지고 있다고 말해줄게.
convo.moduleintro.aged-whiskey.known-consumes.f	그녀는 고객들을 매우 보호하지만, 그들 모두 좋은 숙성 위스키를 감사해. 그리고 그녀의 공급이 아마 위험할 정도로 낮을 거야. 네게 도움이 된다면 네가 진짜를 가지고 있다고 말해줄게.

convo.moduleintro.cordials.unknown-consumes.m	그의 장소는 이 지독한 법 전 습한 해 동안 서비스 중 무료 리큐르를 제공하는 것으로 알려졌어. 그의 고객들이 그 전통으로 돌아가는 걸 감사할 거라는 걸 알아, 그래서 그를 소개해줄게.
convo.moduleintro.cordials.unknown-consumes.f	그녀의 장소는 이 지독한 법 전 습한 해 동안 서비스 중 무료 리큐르를 제공하는 것으로 알려졌어. 그녀의 고객들이 그 전통으로 돌아가는 걸 감사할 거라는 걸 알아, 그래서 그녀를 소개해줄게.
convo.moduleintro.cordials.unknown-produces.m	네 비밀 리큐르 레시피에 꽤 많은 것들이 들어간다는 걸 알아. 그가 네가 찾는 것 중 일부를 가지고 있을지도.
convo.moduleintro.cordials.unknown-produces.f	네 비밀 리큐르 레시피에 꽤 많은 것들이 들어간다는 걸 알아. 그녀가 네가 찾는 것 중 일부를 가지고 있을지도.
convo.moduleintro.cordials.known-consumes.m	그는 항상 그가 제공하는 칵테일을 개선할 뭔가를 찾고 있어. 네 것이 효과가 있을 거라고 말해줄게.
convo.moduleintro.cordials.known-consumes.f	그녀는 항상 그녀가 제공하는 칵테일을 개선할 뭔가를 찾고 있어. 네 것이 효과가 있을 거라고 말해줄게.

convo.moduleintro.gin.unknown-consumes.m	그는 주변에서 최고의 음료를 제공하는 활기찬 장소를 가지고 있어. 충분한 진을 찾는 건 항상 그에게 문제야, 그래서 네가 가진 걸 말해줄게.
convo.moduleintro.gin.unknown-consumes.f	그녀는 주변에서 최고의 음료를 제공하는 활기찬 장소를 가지고 있어. 충분한 진을 찾는 건 항상 그녀에게 문제야, 그래서 네가 가진 걸 말해줄게.
convo.moduleintro.gin.unknown-produces.m	네 진 레시피는 많은 재료로 꽤 복잡할 거야. 아마 그가 필요한 것 중 일부를 가지고 있을까?
convo.moduleintro.gin.unknown-produces.f	네 진 레시피는 많은 재료로 꽤 복잡할 거야. 아마 그녀가 필요한 것 중 일부를 가지고 있을까?
convo.moduleintro.gin.known-consumes.m	올바른 종류의 사람에게서 올바른 종류의 진을 찾는 건 그에게 어려웠어. 하지만 네 생산으로 그의 문제가 해결됐다고 말해줄게.
convo.moduleintro.gin.known-consumes.f	올바른 종류의 사람에게서 올바른 종류의 진을 찾는 건 그녀에게 어려웠어. 하지만 네 생산으로 그녀의 문제가 해결됐다고 말해줄게.

convo.ticket-npcboost-flavor.relationship.m	아, 그래, {$firstname} {$lastname}과(와) 좋은 관계야.
convo.ticket-npcboost-flavor.relationship.f	아, 그래, {$firstname} {$lastname}과(와) 좋은 관계야.
convo.ticket-npcboost-flavor.relationship.spouse.m	내 남편 {$firstname} 말이야?
convo.ticket-npcboost-flavor.relationship.spouse.f	내 아내 {$firstname} 말이야?
convo.ticket-npcboost-flavor.relationship.sibling.m	{$firstname}? 오 그래, 그는 내 동생이야.
convo.ticket-npcboost-flavor.relationship.sibling.f	{$firstname}? 오 그래, 그녀는 내 여동생이야.
convo.ticket-npcboost-flavor.relationship.sibchild.m	오 그래, {$firstname}은(는) 내 조카야.
convo.ticket-npcboost-flavor.relationship.sibchild.f	오 그래, {$firstname}은(는) 내 조카딸이야.
convo.ticket-npcboost-flavor.relationship.cousin.m	그래, {$firstname}은(는) 내 사촌이야.
convo.ticket-npcboost-flavor.relationship.cousin.f	그래, {$firstname}은(는) 내 사촌이야.


convo.ticket-npcboost-confirm-npc	{relationship} 좋은 말 좀 해줄까?
convo.ticket-npcboost-confirm-button	그런 제스처에 감사할게.\n<indent=15><i>(1 <sprite name="ui tickets"> 호의를 사용한다.)</i></indent>
convo.ticket-npcboost-epilogue-npc	이 만남이 끝나는 대로 거기 갈게. 또 뭘 도와드릴까요?
convo.ticket-npcboost-none-npc	아, 하지만 우리에게 공통 친구가 없는 것 같네.
convo.ticket-npcboost-none-button	그럼 됐어.

convo.ticket-hirecrew-start-npc.m	일자리를 정말 감사할 사람을 알아. {$firstname} {$lastname}이 그의 이름이야.
convo.ticket-hirecrew-start-npc.f	일자리를 정말 감사할 사람을 알아. {$firstname} {$lastname}이 그녀의 이름이야.
convo.ticket-hirecrew-start-npc.sibling.m	있잖아, 내 동생 {$firstname}이(가) 지금 일이 없고, 항상 새로운 기회를 찾고 있어.
convo.ticket-hirecrew-start-npc.sibling.f	내 여동생 {$firstname}과(와) 얘기해봐. 진취적이고, 똑똑하고, 항상 새로운 기회를 찾고 있어.
convo.ticket-hirecrew-start-npc.sibchild.m	있잖아, 쓸모없는 조카 {$firstname}이(가) 있어. 좋은 애인데, 인생에 좀 더 체계가 있으면 성공할 수 있을 거야.
convo.ticket-hirecrew-start-npc.sibchild.f	있잖아, 내 조카딸 {$firstname}은(는) 똑똑해, 널 도울 수 있을지도.
convo.ticket-hirecrew-start-npc.cousin.m	일자리를 찾는 사촌 {$firstname}이(가) 있어. 네게 보낼 수 있어.
convo.ticket-hirecrew-start-npc.cousin.f	일자리를 찾는 사촌 {$firstname}이(가) 있어. 네게 보낼 수 있어.

convo.ticket-hirecrew-tellmore-button	더 알려줘!
convo.ticket-hirecrew-cancel-button	마음이 바뀌었어.

convo.ticket-hirecrew-confim-npc.m	그래서, {$firstname}을(를) 어떻게 생각해?
convo.ticket-hirecrew-confim-npc.f	그래서, {$firstname}을(를) 어떻게 생각해?

convo.ticket-hirecrew-confirm-button.m	유용한 사람 같네. 날 찾아오게 해, 일을 줄게.\n<indent=15><i>(1 <sprite name="ui tickets"> 호의를 사용한다.)</i></indent>
